"Category","EU Average","EU Min","EU Max","Austria","Belgium","Bulgaria","Cyprus","Czech Republic","Germany","Denmark","Estonia","Greece","Spain","Finland","France","Croatia","Hungary","Ireland","Italy","Lithuania","Luxembourg","Latvia","Malta","Netherlands","Poland","Portugal","Romania","Sweden","Slovenia","Slovakia","United Kingdom","Argentina","Australia","Brazil","Canada","China","India","Japan","Mexico","Russia","Saudi Arabia","South Africa","South Korea","Turkey","USA","Switzerland","Norway","Iceland"
"2016-8",207.19,95.73,315.16,181.11,315.16,95.73,164.62,145.33,304.46,310.69,117.57,176.21,220.5,157.38,162.93,136.12,115.05,201.83,227.15,121.5,173.66,166.07,130.29,162.91,146.45,239.01,128.35,197.02,145.16,157.19,187.26,,,,,72.59,,,,51.85,,,101.07,123.34,113.79,,112.17,133.44
"2016-9",208.01,95.73,314.23,181.11,314.23,95.73,165.57,145.33,304.46,311.95,118.65,176.21,223.23,156.85,162.93,136.12,115.05,201.83,234.85,121.5,173.66,166.07,130.29,163.2,146.45,233.32,128.35,196.34,145.16,157.19,187.26,,,,,72.59,,,,51.85,,,78.17,123.34,113.7,,113.39,133.38
"2016-10",210.01,95.73,317.6,180.23,316.87,95.73,167.86,145.33,304.46,317.6,124.5,176.21,239.43,158.91,162.93,136.12,115.05,202.9,232.75,121.5,173.66,166.12,130.29,162.82,146.45,233.44,128.35,202.25,145.16,157.19,187.26,,,,,72.59,,,,51.85,,,78.17,123.34,110.08,,123.86,133.38
"2016-11",211.08,95.73,320.12,180.05,319.13,95.73,169.46,145.33,304.46,320.12,128.06,176.21,244.88,159,162.93,136.12,115.05,202.9,232.75,121.5,173.66,166.16,130.29,162.38,146.45,232.81,128.35,209.24,145.16,157.19,187.26,,,,,72.59,,,,51.85,,,90.81,123.34,112.64,,134.43,133.38
"2016-12",211.75,95.73,320.58,180.05,320.58,95.73,177.46,145.33,304.46,320.12,121.48,176.21,254.74,159.62,162.93,136.12,115.05,202.9,232.75,121.5,173.66,166.06,130.29,163.59,146.45,232.51,128.35,202.99,144.94,157.19,187.26,,,168.89,,71.22,,,,51.85,,,92.7,123.34,108.05,,126.98,134.46
"2017-1",209.99,95.49,325.34,173.5,325.34,95.49,176.28,145.64,307.68,314.97,115.63,173.28,267.17,159.39,157.89,121.13,113.94,194.35,213.48,114.54,163.56,160.65,134.5,158.24,160.42,231.72,122.21,198.9,141.39,145.33,173.1,33.19,205.55,,94.49,68.56,,196.42,55.28,48.92,23.12,78.92,88.02,106.14,105.86,176.99,121.4,144.24
"2017-2",206.96,95.49,327.26,173.24,327.26,95.49,184.76,145.64,308.29,314.97,117.05,173.28,235.49,159.44,157.89,121.13,113.94,194.35,213.48,114.54,163.56,160.67,134.5,157.6,160.42,231.31,122.21,199.36,141.62,145.33,173.1,,,,,68.56,,,,48.92,,,89.18,106.14,110.89,,122.21,144.24
"2017-3",205.67,95.49,330.29,173.24,330.29,95.49,195.09,145.64,308.59,314.97,112.62,173.28,221.69,161.15,157.89,121.13,113.94,194.35,213.48,114.54,163.56,160.57,134.5,158.83,160.42,231.26,122.21,197.32,141.62,145.33,174.83,,,,,68.56,,,,48.92,,,76.67,106.14,111.76,,121.31,144.24
"2017-4",205.58,96.21,323.5,173.24,323.5,96.21,196.74,145.64,308.59,305.31,112.8,173.28,221.79,160.4,157.89,121.13,113.94,194.35,218.37,114.54,163.56,160.59,134.5,158.76,160.42,231.33,122.21,193.66,141.62,145.33,179.17,,,,,68.56,,,,48.92,,,74.82,106.14,110.28,,120.32,144.2
"2017-5",205.79,96.39,324.59,173.24,324.59,96.39,189.41,145.64,308.89,301.26,112.28,173.28,223.44,160.19,157.89,121.13,113.94,194.35,218.37,114.54,163.56,160.61,134.5,157.6,160.42,231.26,123.51,194.53,141.62,145.33,186.46,,,,,68.56,,,,48.92,,,75.44,106.14,113.32,,119.51,144.2
"2017-6",206.12,96.39,324.47,173.24,324.47,96.39,189.79,145.64,310.11,301.26,112.02,173.28,225.6,160.14,157.89,121.13,113.94,194.35,218.37,114.54,163.56,160.65,134.5,158.13,160.42,231.01,123.51,192.65,141.62,145.33,186.46,,,,,68.56,,,,48.92,,,89.11,106.14,114.44,,114.74,144.2
"2017-7",204.79,100.06,327.27,176.22,327.27,100.06,192.53,150.7,308.34,301.05,124.64,164.07,211.51,161.5,160.05,120.12,114.85,199.76,211.16,113.73,163.87,160.23,131.46,156.64,160.93,225.9,127.93,199.39,141.7,146.04,185.92,,,,,68.56,,,,50.86,,,93.35,97.1,113.4,,111.72,136.86
"2017-8",205.54,100.06,327.56,176.22,327.56,100.06,194.31,150.7,308.64,301.05,127.66,164.07,211.53,161.6,162.42,120.12,114.85,199.76,211.16,113.73,163.87,160.26,131.46,156.7,160.93,225.81,127.93,201.46,141.7,146.04,185.92,,,,,68.56,,,,50.87,,,94.9,97.1,114.01,,112.41,138
"2017-9",205.82,100.06,327.44,176.22,327.44,100.06,180.28,150.7,308.64,303.86,128,164.07,212.26,161.2,162.42,127.7,114.85,199.76,211.16,113.73,163.87,160.26,131.46,156.77,160.93,225.81,127.93,203.78,141.7,146.04,185.92,,,,,68.56,,,,50.87,,,80.07,97.1,115.14,,117.6,138
"2017-10",207.3,100.06,331.63,176.22,331.63,100.06,179.22,150.7,308.64,313.2,123.49,164.07,225.4,162.38,162.42,127.7,114.85,204.62,210.15,113.73,163.87,160.19,131.46,157.77,160.93,225.81,136.81,199.57,141.7,146.04,190.02,,,,,68.56,,,,50.87,,,74.74,97.15,110.98,,114.31,137.89
"2017-11",208.36,100.06,335.73,176.22,335.73,100.06,182.97,150.7,308.94,310.39,122.93,164.07,230.74,162.47,162.48,127.7,114.85,208.63,210.15,113.73,163.87,160.21,131.46,158.76,160.93,225.86,136.81,204.19,141.67,146.04,190.02,,,,,68.56,,,,50.87,,,87.25,97.15,112.19,,124.42,135.69
"2017-12",208.23,100.06,337.42,176.22,337.42,100.06,180.28,150.7,308.94,299.5,121.31,164.07,231.43,162.5,162.48,127.7,114.85,209.47,210.15,113.73,163.87,160.16,131.46,158.87,160.93,225.88,136.81,202.67,141.67,146.04,190.02,,,180.32,,68.56,,,,50.87,,,88.02,97.15,107.94,,126.24,136.32
"2018-1",204.97,97.3,310.44,172.1,302.1,97.3,179.25,156.7,297.98,310.44,121.02,167.2,240.85,161.24,159.9,131.1,112.3,192.72,212.98,111.4,167.1,152.88,128.5,170.19,151.7,224.55,135.07,183.43,138.7,156.6,187.1,31,210.32,,95.64,66.6,,202.24,53.25,45.92,22.57,78.91,87.9,90,103.43,179.44,120,138.55
"2018-2",206.18,97.3,310.44,172.1,304.46,97.3,183.62,156.7,298.27,310.44,127.37,167.2,245.14,161.8,160.62,131.1,112.3,196.42,212.98,111.4,167.1,153.1,128.5,170.29,151.7,224.9,135.07,189.36,138.7,156.6,187.1,,,,,66.6,,,,45.92,,,87.67,90,106.9,,127.09,139.06
"2018-3",204.61,97.3,312.02,172.1,304.48,97.3,185.95,156.7,298.56,312.02,129.52,167.2,226.57,161.87,160.62,131.1,112.3,196.42,212.98,111.4,167.1,153.18,128.5,170.52,151.7,224.48,135.27,194.21,138.7,156.6,187.1,,,,,66.6,,,,45.92,,,77.28,90,109.78,,133.62,138.16
"2018-4",203.17,97.3,313.28,172.1,299.69,97.3,189.45,156.7,299.13,313.28,124.77,167.2,228.09,161.26,160.62,131.1,112.3,196.42,200.42,111.4,167.1,152.93,128.5,170.05,151.7,224.55,135.27,187.92,138.7,156.6,188.78,,,,,66.6,,,,45.92,,,74.43,92.6,109.01,,128.44,138.17
"2018-5",204.58,97.3,313.28,172.1,301.79,97.3,193.38,156.7,299.13,313.28,121.79,167.2,242.73,160.54,160.62,131.1,112.3,196.42,200.42,111.4,167.1,153.13,128.5,170.75,151.7,224.57,135.27,184.77,138.7,156.6,188.95,,,,,66.6,,,,45.92,,,74.43,92.6,111.05,,122.55,138.23
"2018-6",205.89,97.3,316.12,172.1,304.28,97.3,204.15,160.3,299.13,316.12,132.74,167.2,246.41,160.48,160.62,131.1,112.3,196.42,200.42,111.4,167.1,153.37,128.5,171.8,151.7,224.55,135.27,194.91,138.7,156.6,193.16,,,,,66.6,,,,45.92,,,87.2,92.6,110.28,,135.69,138.23
"2018-7",207.17,101.1,304.78,173.54,302.83,101.1,199.07,157.98,299.61,304.78,138.09,164.6,242.31,165.51,163.39,132.1,111.8,212.06,209.82,111.3,166.05,151.01,130.7,169.35,153.4,229.15,130.6,196.39,140.39,145.51,197.99,,,,,66.6,,,,47.73,,,93.05,71.95,111.13,,141.62,130.2
"2018-8",208.36,101.1,310.23,173.54,307.25,101.1,205.14,158.72,299.9,310.23,138.12,164.6,248.29,166.43,162.8,132.1,111.8,222.66,209.82,111.3,166.05,151.2,130.7,169.35,153.4,229.2,133.28,199.56,140.39,145.51,197.99,,,,,66.6,,,,47.73,,,92.9,78.43,112.23,,143.49,130.2
"2018-9",209.15,101.1,312.65,173.54,307.33,101.1,221.31,158.72,299.9,312.65,134.44,164.6,255.74,167.15,162.8,132.1,111.8,222.66,209.82,111.3,170.62,151.23,130.7,170.51,153.4,229.22,133.28,197.39,141.54,146.54,201.55,,,,,66.6,,,,47.73,,,77.12,85.49,110.12,,143.02,130.2
"2018-10",210.3,101.1,327.37,180.06,327.37,101.1,219.76,158.72,300.19,315.38,130.71,164.6,247.94,173.43,162.8,132.1,111.8,211.65,222.38,111.3,170.62,151.09,130.7,171.9,153.4,229.2,133.28,196.27,142.99,146.54,205.62,,,,,66.6,,,,47.73,,,74.58,93.18,108.76,,137.11,130.2
"2018-11",210.84,101.1,337.1,180.06,337.1,101.1,228.9,158.72,300.19,315.38,136.18,164.6,245.35,174.84,162.8,132.1,111.8,211.65,222.38,111.3,170.62,151.07,130.7,175.03,153.4,229.51,133.55,201.9,144.55,146.54,205.62,,,,,66.6,,,,47.73,,,86.36,93.18,109.18,,144.66,130.2
"2018-12",210.65,101.1,326.11,180.06,326.11,101.1,235.62,158.72,300.19,315.38,136.06,164.6,246.57,171.44,162.8,132.1,111.8,213.52,222.38,111.3,170.62,150.99,130.7,174.66,153.4,229.53,134,202.48,144.55,146.54,205.62,,,199.02,,66.6,,,,47.73,,,87.59,93.18,105.21,,150.5,130.2
"2019-1",210.72,97.41,307.12,174.92,307.12,97.41,233.37,167.47,301.35,299.11,137.2,160.08,252.86,168.54,156.31,129.85,110.09,199.43,231.53,125.52,176.73,160.57,126.8,203.85,140.51,211.9,133.49,214.18,137.86,155.01,197.72,35.4,191.74,,92.94,64.71,,,,44.04,,85.55,87.39,83.26,103.03,175.2,152.68,123.38
"2019-2",209.38,97.41,307.25,175.01,307.25,97.41,213.5,168.51,302.77,300.61,128.06,160.08,241.05,170.17,156.31,129.85,110.09,199.43,230.73,125.52,176.73,160.13,126.8,205.32,140.81,211.27,133.49,208.81,138.17,155.01,197.89,,,,,64.71,,,,44.05,,,87.46,83.26,105.1,,142.05,123.71
"2019-3",208.24,97.41,308.58,174.92,308.58,97.41,211.71,173.1,303.06,291.31,122.32,160.08,233.13,171.59,156.31,129.85,110.09,200.98,230.33,125.52,176.73,159.81,126.8,203.93,140.81,211.27,133.78,203.77,138.17,155.01,197.89,,,,,64.71,,,,44.05,,,76.11,83.26,106.17,,135.9,123.94
"2019-4",207.53,97.41,304.2,174.92,297.11,97.41,207.76,173.1,304.2,297.91,123.57,160.08,235.04,170.84,156.31,129.85,110.09,205.42,222.15,125.52,176.73,159.99,126.8,202.33,142.77,211.27,133.78,200.51,138.17,155.01,219.33,,,,,64.71,,,,44.05,,,74.42,83.26,109.64,,133.31,123.83
"2019-5",206.36,97.41,304.77,174.92,296.73,97.41,210.57,173.99,304.77,286.21,124.32,150.17,229.34,170.74,156.31,129.85,110.09,205.42,221.16,125.52,176.73,160.07,126.8,201.62,142.77,211.27,133.78,197.82,138.12,155.01,219.33,,,,,64.71,,,,44.05,,,74.65,83.26,110.14,,130.81,123.83
"2019-6",207.63,97.41,305.05,177.43,296.73,97.41,222.34,174.74,305.05,284.71,126.5,150.17,225.78,170.77,165.59,129.85,110.09,205.42,221.16,125.52,176.73,160.16,126.8,201.99,142.77,211.01,133.78,188.64,138.12,155.01,219.33,,,,,64.71,,,,44.05,,,87.31,83.26,110.22,,119.72,123.83
"2019-7",208.16,92.3,303.01,179.54,303.01,92.3,221.59,172.93,281.83,280.69,131.7,146.41,244.89,173.27,169.45,130.14,107.83,217.44,227.65,125.42,176.83,161.32,128.27,202.63,144.49,214.43,139.62,201.39,141.33,155.8,219.55,,,,,64.71,,,,45.11,,,92.14,95.59,109.64,,121.07,123.73
"2019-8",207.93,92.3,303.82,180.18,303.82,92.3,208.63,172.93,282.09,281.89,132.96,146.41,235.89,173.27,171.47,130.14,107.83,217.44,229.08,125.42,176.83,161.35,128.27,201.76,144.49,214.17,139.62,203.03,141.33,155.8,219.55,,,,,64.71,,,,45.11,,,91.14,95.59,109.89,,122.7,123.73
"2019-9",207.48,92.3,303.44,180.18,303.44,92.3,215.64,172.93,282.36,277.98,132.95,155.48,230.84,174.8,171.47,130.14,107.83,217.44,228.27,125.42,176.83,161.34,128.27,202.06,144.49,214.17,139.62,201.15,142.71,155.8,219.55,,,,,64.71,,,,45.11,,,78.72,95.59,108.82,,118.32,123.73
"2019-10",209.23,92.3,306.22,180.18,306.22,92.3,221.93,172.93,282.36,292.43,131.08,155.48,239.97,175.89,171.47,130.14,107.83,216.82,231.33,125.42,176.83,161.24,128.27,201.81,144.49,214.43,139.62,204,143.36,155.8,214.91,,,,,64.71,,,,45.11,,,74.42,109.84,106.09,,125.37,123.76
"2019-11",209.45,92.3,306.87,180.18,306.87,92.3,227.14,175.42,282.62,295.14,129.88,155.48,236.12,176.73,171.47,130.14,107.83,216.82,231.95,125.42,176.83,161.12,128.27,202.17,144.49,214.43,139.62,209.88,143.17,155.8,214.91,,,,,64.71,,,,45.11,,,86.46,109.84,107.74,,131.67,123.78
"2019-12",207.99,92.3,304.32,180.18,304.32,92.3,223.78,176.75,283.14,296.35,122.87,155.48,224.2,177.6,171.47,130.14,107.83,216.82,232.35,125.42,176.83,160.84,128.27,201.53,144.49,214.67,140.56,204.91,145.01,155.8,214.91,,,,,64.71,,,,45.11,,,87.92,109.84,,,127.52,123.78
